lipids,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20
PC 9:0/23:0,13.80109819,13.37776554,15.90007703,13.77195633,15.74641521,15.15946908,13.16431174,13.88995977,14.41740564,15.22606523,16.65008755,13.99978629,14.42110523,14.67724486,14.66215421,13.85152235,15.86585385,11.29288409,13.69707586,15.25905185
PC 12:0/20:1,13.11520808,14.75479259,12.92670324,13.2572506,12.87115609,12.29191856,13.54043604,14.57584123,13.75221598,13.86824038,11.89861003,14.52488022,14.18836169,11.76393094,13.40164408,14.41816804,11.29033571,10.08771614,12.89101989,12.84325296
PC 14:0/18:1,16.8238421,18.1102533,16.94899233,18.64242549,17.17342621,17.19771392,17.30466152,16.29927604,16.20542651,16.94880755,15.74867388,17.39602995,16.63842405,15.75825618,15.26221602,17.21559218,16.56374944,11.6190254,15.75050704,16.32080085
PC 16:0/16:1,17.26657268,18.3352654,16.99082057,18.82719482,17.3358253,17.33820638,17.60221506,16.12686728,16.41653586,16.91839605,16.09167397,17.41024653,16.49855589,15.9704797,15.74589744,17.10617093,16.88371016,11.23793824,16.38366586,16.26167691
PC 14:0/18:2,14.8825813,15.11368434,11.95551369,15.01085341,11.92484571,12.68815667,14.73717794,14.17568695,13.88169015,12.02306403,11.50372762,14.44870995,13.95386744,12.46249193,13.45404964,14.39229786,12.36343665,10.45278023,13.94085531,12.69142953
PC 15:1/17:1,14.76917015,14.82048525,11.22741329,15.01914515,12.09694289,12.57382581,14.86151562,14.4847741,14.13860283,12.71531232,12.08164325,14.4795133,14.0288033,12.12065373,13.23680742,14.90799497,12.3803322,7.274676545,13.58326877,12.0885193
PC 17:2/15:0,14.44881537,14.00914859,11.85884961,14.64425793,12.33436624,12.07226195,14.58582654,13.98072886,13.3680502,13.55003774,12.88799109,13.98680384,13.45163781,12.88086855,13.51933223,14.22506606,11.73158011,8.892625798,13.69803924,12.83805014
PC 11:0/22:0,15.26043814,16.61642146,13.7353035,14.61253901,14.54894333,13.72141397,15.78146636,16.75209637,15.3639346,16.09726182,13.59836793,16.36493013,15.96172366,12.75196872,13.90298079,16.53437106,12.11252979,10.11358665,13.39899167,11.86309411
PC 16:0/17:0,13.61634108,14.92610107,12.52474753,13.11319173,13.1323578,11.98616036,14.33293376,15.33486076,13.87981527,14.67083494,12.13993399,14.69270808,14.88073219,10.33919995,10.97661525,15.16271802,10.96059084,7.78128539,11.4363929,11.89875142
PC 23:0/10:0,16.22957144,17.27673112,14.74132972,15.41286635,15.40409478,14.45569191,16.60890521,17.46248796,16.30280942,16.62556696,13.94869685,17.14966396,16.56931377,13.3685826,14.70226359,17.39774822,13.13618634,11.43979561,14.56928864,13.8016719
PC 7:0/26:0,11.66620191,12.277469,13.48221205,11.72863595,13.14671947,13.35193067,12.2752658,12.62292148,12.558119,12.84022337,11.80407612,12.2736358,13.05889108,12.25641164,10.72616297,12.4601135,13.05155498,7.985513725,13.35854976,12.46098851
PC 7:0/26:2,19.60449182,19.4977426,17.66613962,18.5076841,18.32352784,17.64413013,19.03225218,19.3340578,18.65349456,18.84730654,15.83346586,19.15209992,18.74190608,18.13409673,19.08947494,19.19926791,16.45025581,10.51743292,17.54929705,17.95401663
PC 11:0/22:6,22.78193654,22.41762554,21.86129578,21.85924568,22.67328106,22.70869816,22.58882739,22.71045246,22.67843279,22.23011879,23.20163584,22.2967988,22.55329213,22.91209896,23.29369595,23.01481699,23.41828189,21.21651769,22.92206259,22.38128526
PC 10:0/24:0,23.39178918,22.78999954,21.51997014,22.49068621,22.16795462,22.02741081,23.25989535,23.36640259,22.9482348,21.99733577,22.27367906,22.84834253,23.17469715,21.95195141,22.45142754,23.79502554,21.95433601,18.62031853,21.88276432,22.19850064
PC 11:0/23:0,23.40857484,22.7946561,21.52159201,22.49207161,22.17434333,22.0349766,23.27024035,23.36350821,22.95392046,21.99790342,22.28256575,22.85671747,23.17869781,21.95781672,22.47654225,23.80487929,21.96982469,18.75193015,21.91972298,22.21420147
PC 12:0/22:0,23.36615254,22.78256781,21.51796273,22.48861044,22.15815912,22.01606231,23.24417995,23.36845217,22.93895727,21.9923383,22.25496728,22.82745159,23.16840955,21.93740162,22.41282874,23.78011888,21.93080472,18.61645748,21.82562823,22.17505147
PC 22:0/12:0,23.60680477,22.84135719,21.53296702,22.48384338,22.20636745,22.06803505,23.37949023,23.32857843,22.98323752,21.92231227,22.29643291,22.86646567,23.13977097,21.94698042,22.73057595,23.81762942,22.06264444,18.7456399,22.29900608,22.27020655
PC 16:0/18:1,22.55052213,23.07083745,19.20597962,21.4276739,20.61537371,19.92612175,22.14411948,22.96668859,22.17556115,22.04330949,19.60215386,22.93405695,21.68216397,20.76092318,22.26859471,22.33567442,20.46509861,18.90352152,21.80035854,20.69810131
PC 12:0/22:2,12.80519952,13.55178234,10.04543004,11.82021483,10.3633703,10.25898434,12.34946224,12.82654443,12.56396845,12.01751488,10.46562196,13.43990881,11.91770119,10.31843635,13.49569261,12.56807272,9.879038094,7.547169073,12.62477399,10.8337476
PC 16:0/18:2,18.5293761,20.06595548,15.7277337,18.44467943,16.67110917,16.56733748,18.18493563,17.95628123,18.25193904,18.05021826,18.10855221,19.37258402,16.71508415,16.59561768,16.95497209,18.45602642,16.70709534,17.54166668,17.44360548,16.17975007
PC 16:1/18:1,14.18157982,14.71620262,10.88425803,13.06026568,11.76222621,12.2060098,13.62024724,14.08665773,13.77678917,13.27454828,11.52773304,13.66452389,13.11773426,11.26876847,13.96586352,14.00031495,11.57623994,7.038227476,13.8243989,12.15386308
PC 16:0/18:3,14.3135481,14.7594091,13.36615311,13.54619069,13.64411272,14.09738941,14.31054886,13.99859507,14.12676423,12.27934183,13.93853633,14.08013462,14.1294823,12.99626767,13.62471906,14.22602576,13.94678223,8.739683166,13.81569124,13.07331506
PC 16:1/18:2,14.24667189,16.08560919,13.93868491,15.59240707,13.85035423,13.93411993,14.79524262,13.96461585,14.50100065,12.94141393,14.51843442,14.57261834,14.09047966,12.36786592,13.50876373,14.71802053,14.04074491,9.83721419,13.50166969,13.35401164
PC 17:0/18:1,10.35904058,11.73936411,11.54103438,11.928585,10.59424851,11.33618492,11.70033594,10.9118881,10.93051988,11.00676845,12.15745315,12.12679478,10.08782903,9.40065643,10.52431687,11.74761113,12.93472029,7.734607754,11.49414883,9.672726396
PC 13:0/22:5,17.11220724,15.45908197,17.12580919,14.60054522,17.59313441,17.4579307,16.83496503,17.05990398,16.76048644,16.20398036,16.81344023,16.15857464,16.86427661,17.88475857,17.64082589,17.61012802,16.70272562,11.24588276,16.17031368,17.72511386
PC 15:0/20:5,16.87650698,15.68517321,16.64437626,13.9705833,17.50369527,17.09587936,16.50336836,16.77689809,16.47799319,16.11931531,17.3155802,15.0663188,16.53651404,17.56504612,17.47931986,17.37268647,16.40901947,11.47393234,16.91707354,17.36267679
PC 15:1/20:4,17.07169995,15.35362244,17.08653096,14.54286317,17.54573294,17.34850446,16.78865325,17.13559315,16.71337431,16.13313572,16.76555515,16.10523115,16.83788335,17.82443731,17.6991133,17.55363113,16.63595135,12.9623355,16.16833529,17.54965222
PC 15:1/20:5,14.54797623,14.94915977,13.9103064,13.29651966,15.05305647,15.30000392,13.10606597,14.61186897,13.47734025,13.70042715,15.0495523,14.11210381,14.02775812,13.85394931,15.80135208,15.0686921,15.72817806,10.71984401,13.81235501,14.63998108
PC 20:5/15:1,14.67394803,15.02247357,14.14662044,14.24924836,15.52863535,15.48901688,14.50633064,15.08840385,14.79392943,14.92354812,15.77831167,14.62146306,13.75939562,14.71429896,16.33416991,15.45258458,16.03801254,11.70157012,14.12937231,14.95344697
PC 10:0/26:0,16.7235444,17.34078685,15.86946992,17.08412957,16.53352291,15.7080241,16.7667077,17.3294034,16.75520297,17.13923719,16.85636573,17.25304299,16.18372929,15.90503999,17.99455777,16.97463076,17.64532138,5.92281272,18.07700428,16.36492962
PC 12:0/24:0,16.84432186,16.39336614,14.81303357,14.63727921,16.85873096,15.93053215,16.21403451,17.03265936,16.30830672,17.39157919,15.52555201,16.77906759,16.58227716,16.57170163,17.07800237,17.50368716,15.3433953,5.94638599,17.83471444,16.67657712
PC 13:0/23:0,17.73363334,18.51672528,17.1335106,18.4004151,17.74175043,17.0893106,18.05729168,18.75470229,18.01275956,18.56599462,18.122481,18.55573267,17.49514688,17.05545496,18.41993285,18.33554405,18.55581009,12.42500711,18.54197614,17.35834682
PC 14:0/22:0,17.00144166,16.40097241,15.28610358,14.80447651,17.03580936,16.44670485,16.28692976,17.33153953,16.46645183,17.59182341,15.59444356,16.86091811,16.71751594,16.67063559,17.26186257,17.65037989,15.3567521,9.488475469,17.62194459,16.86157762
PC 15:0/21:0,20.43492746,20.13074396,17.5409661,19.42267903,18.56402172,17.73521596,20.17670131,20.21421026,19.53732239,18.88193034,17.91084108,20.31499121,19.42177476,17.46991461,18.22559035,22.04197267,18.39906269,13.98372388,17.55394325,18.76580477
PC 18:0/18:0,14.74739796,15.53174749,9.766241481,15.53141717,11.80257095,10.93172086,16.25650567,13.94251583,14.12626563,11.54925601,12.78885791,13.12040708,12.01371077,10.13811112,13.3645403,13.10431198,13.12446617,7.350889335,14.41256877,11.1422495
PC 24:0/12:0,16.96988674,16.40066394,15.26969894,14.9653669,17.03472179,16.43961034,16.2812512,17.25940389,16.46747306,17.58776089,15.59341545,16.86214556,16.71695988,16.65756984,17.26985142,17.64587683,15.54668366,9.478880373,17.64061354,16.82912925
PC 10:0/26:1,14.41798202,14.07644612,11.8437884,13.77874863,14.29562585,12.55349295,13.90337425,15.24559579,14.67634,15.41473604,14.42865208,14.43525397,13.6143091,11.79049275,14.99589684,15.56792523,13.60213936,7.924922665,13.62414332,13.61527046
PC 14:0/22:1,14.60926009,14.67767635,10.95272845,13.80722547,14.1384009,13.55292693,13.6236876,14.30982549,14.71453798,14.04475027,14.41393063,15.41642201,13.48120237,11.28939512,15.44432304,14.70226359,13.86485107,8.925897054,13.96933817,12.71587964
PC 18:0/18:1,21.78225833,22.2352463,19.56905287,19.88574897,20.23576204,19.11252151,21.23874569,22.50563716,21.503314,21.54029694,19.39349737,22.1806195,21.46489988,19.69265668,20.81125936,22.00923999,20.14981025,18.13904301,20.74876901,20.30358006
PC 16:0/20:2,12.68155381,12.8756599,8.639691588,10.95573898,11.34751255,10.55636523,11.30390061,12.51006651,12.28836144,11.66390905,9.837398993,12.52494569,11.72450452,9.221417773,12.92434464,12.58877169,10.9584432,9.408037455,12.76352859,10.73368115
PC 18:0/18:2,21.92122871,22.22106067,19.03478929,20.02755862,19.89610327,19.09572895,21.10416788,22.03145719,21.44189774,21.00140538,17.96453543,22.03940076,20.8559382,19.5880357,21.5964866,21.8432252,19.12733279,14.33305887,21.14086783,20.35410194
PC 18:1/18:1,21.88274269,22.13469581,18.89371126,19.85793644,19.7700644,18.96211096,21.00279935,21.85603275,21.29331776,20.85477794,17.7877513,21.94999702,20.66382668,19.36697479,21.73377943,21.68473411,19.04596069,15.07688488,21.35124169,20.28905845
PC 16:0/20:3,12.02663268,12.30695453,9.552143866,10.88718903,10.50081337,9.461201721,10.48278952,12.32324646,11.14826174,10.77750545,11.46393389,11.84654052,10.46714107,9.246435946,11.2723778,11.2448749,9.034349768,2.868808261,12.16201381,11.29628226
PC 16:1/20:2,19.44656376,18.67765289,14.82990879,17.54487646,18.14256502,17.50202183,19.55635809,20.00788733,18.12765949,19.50549308,18.86414316,18.25196951,18.32146943,15.64950279,17.77972529,19.33862854,16.93995942,14.21053764,19.19012723,18.91624652
PC 18:1/18:2,19.49441188,18.74743333,17.96257337,17.51414925,18.11111808,17.48054875,19.59509625,19.95066957,19.17832163,19.47329221,18.86697412,18.76178,18.28008528,17.50533159,18.892041,19.36849144,16.95854659,14.26600754,19.31304144,18.87608731
PC 12:0/24:4,10.72135099,11.93362202,10.62168773,10.39849835,10.21369343,9.978653239,11.61917735,11.44304932,10.85519385,11.03099971,8.152797671,11.23647316,10.9720571,8.086534148,10.28960087,11.72518002,8.395578026,7.265885388,10.89057269,9.816706272
PC 16:1/20:3,15.46810035,14.6245367,15.13931427,13.14272206,15.27274326,15.26440396,14.40879602,14.79797923,14.31281012,14.04382174,14.34038279,14.89150828,14.28175319,14.12794609,14.91938734,14.43463205,14.4357954,13.51466103,15.54408415,14.15646889
PC 18:2/18:2,15.61995272,16.56760941,15.61027187,15.1805782,15.43003405,15.38875844,15.81303415,14.8406289,14.46882389,14.7226321,14.55798868,15.55441099,14.51809843,14.22542937,15.25511059,14.79315004,14.78619515,14.26290149,15.62478202,14.20863006
PC 24:4/12:0,11.47596192,11.80955453,9.357120022,10.64748424,10.11702063,9.11094179,11.45853763,11.93800092,10.79171029,10.97285361,8.153880514,11.27183394,10.85228997,8.28528798,10.29401208,11.48331296,8.225499358,6.077958381,10.27507355,9.807461484
PC 16:0/20:5,14.47104751,14.81818644,12.4450915,13.60136772,12.22200811,12.52001374,12.87054256,13.32038954,13.3945782,13.71459652,13.4537753,13.8830041,13.38592758,12.59351892,12.69844362,13.68390781,12.93600046,11.52509865,13.72403935,13.1230208
PC 18:2/18:3,13.30254076,13.9529241,12.17186973,13.02334321,12.44624651,11.46775783,12.7710956,13.55624601,13.66145852,13.34028161,12.80459914,13.58493425,12.46100159,11.32299536,11.9388227,13.419458,11.78762298,8.584399282,11.55751001,11.49532173
PC 22:5/14:0,14.17483493,14.40645199,12.68495277,13.41044277,11.59665706,12.67904086,13.09306601,13.76557725,12.87666822,12.65788732,13.26239823,14.0489085,13.11937569,12.14865485,13.15212953,14.11774162,12.97528227,9.999217077,13.32904474,12.68810746
PC 11:0/26:1,9.429148641,10.49098514,7.497982572,10.00736073,7.683160947,5.573023769,9.541316058,9.924811412,9.580977376,8.301685465,9.107129004,9.212438701,9.768888793,6.929384624,9.536209165,9.259200049,6.889199373,9.03828141,11.10230078,7.307929838
PC 16:1/21:0,14.7423577,15.81080687,10.34426285,14.118902,13.64536928,9.644888604,14.47985283,15.5408172,14.32633619,14.39578355,13.40598666,15.28083945,13.36899125,12.24927056,12.80272435,15.38509464,12.39822044,8.625229639,14.28362363,10.22210984
PC 17:0/20:1,11.60870352,12.75350701,11.35397547,12.68482834,12.43449291,12.00828818,12.14654386,12.29289076,12.81461617,13.60735753,14.58817864,13.14223749,11.76887704,11.73485622,13.75572051,13.55831239,14.77714931,8.483333085,13.25077914,11.61944965
PC 18:1/19:0,14.72518962,15.81783743,9.748488135,14.1136823,13.65761596,9.632766491,14.41999223,15.54140546,14.33582288,13.03253922,13.44245462,14.7061746,13.35436859,11.4738663,12.80541996,14.42350862,12.37947455,8.51236649,14.25743097,10.23420789
PC 26:1/11:0,14.70226359,15.45747604,11.6865373,14.15401667,13.59148777,10.83301369,14.59626791,14.80948791,14.09969538,11.8779222,12.68503615,15.27822526,13.82901852,11.05937743,13.74505279,14.73121746,12.2445935,10.78793428,14.61899644,10.60488665
PC 15:1/22:5,18.15179628,16.18968225,15.45356539,14.74308067,16.60804384,16.00775051,16.27779504,16.86457809,16.53867528,16.92083594,15.00354237,17.08374313,16.59186902,16.72168525,17.32671115,18.30366438,15.76965843,10.74475514,16.28838327,15.96158898
PC 15:1/22:6,16.71406811,16.46893348,15.71099916,14.63942836,16.94584478,16.34803215,16.26507145,17.37191557,16.18991982,17.50167587,14.70166284,16.67764706,16.93789511,16.40158603,16.58725622,17.50787687,15.68116848,9.212245418,16.77689116,16.58255149
PC 12:0/26:1,13.66730166,13.98009412,12.45435425,12.96247409,13.2134475,12.35139432,13.85645188,13.75562137,13.43872491,13.18458346,14.38011669,13.890122,12.81483989,11.83464437,14.13445725,14.14004299,14.86421241,10.34981333,15.07851257,11.90003928
PC 14:1/24:0,12.38238057,11.23868924,11.14402702,11.11059759,11.74344607,11.37048474,12.23006329,11.92282233,11.96919722,11.88223851,13.2912823,12.33985777,11.61621302,10.377336,12.98830121,12.41061906,13.35742691,8.692761908,14.10454948,10.13917669
PC 15:1/23:0,17.81028566,18.23400827,14.73526741,16.43655888,16.37721126,13.8028258,18.1832269,17.66916165,17.22093755,16.10697938,14.4148807,17.88219571,16.31612619,14.78917685,16.7629586,18.17328159,14.88564183,4.897236114,17.3659282,15.27728743
PC 18:0/20:1,17.66563589,18.3951219,14.43100487,16.19791355,15.85565707,14.06518553,17.9562063,17.62352654,16.85358549,15.70398253,13.91404889,17.60968097,15.80069082,14.41015303,17.6346738,17.70078291,14.98453432,9.510131887,17.57056445,14.96765157
PC 18:1/20:0,17.80789293,18.19521164,14.62418432,16.33367088,16.30579526,13.6824402,18.17699053,17.58451769,17.19565531,15.96228837,14.03246477,17.83864472,16.11500846,14.52210603,17.54372268,18.04811811,15.04156495,9.725420762,17.62121967,15.34984881
PC 21:0/17:1,17.79723436,18.1743014,14.70492862,16.31154991,16.21607234,14.10485744,18.12586994,17.8477913,17.03185703,15.89640605,14.95734479,17.76694884,16.01393423,14.82665468,17.65208311,18.04703916,15.57151112,10.07592361,17.69720974,15.26611737
PC 22:1/16:0,13.1993222,13.56140183,12.23615062,12.7042173,12.40945262,11.14017586,13.24306276,12.9826941,13.38703065,13.02989989,14.23768453,13.35616973,12.44736769,11.85715149,13.98906959,13.8008399,15.06105576,9.241089201,14.84011061,11.7454903
PC 14:1/24:1,13.46497897,14.02219658,12.44614041,12.8247575,13.33599559,13.16119404,13.45253237,13.65783897,14.1252387,14.01311324,14.23318448,14.06533195,14.11628052,12.83263351,14.76424317,14.66831727,15.76945578,9.19094033,14.54948301,12.66815195
PC 16:0/22:2,18.70514816,18.28681394,15.97232853,16.63283821,16.97462306,15.42154307,18.17643806,19.02933573,18.67151277,17.47518364,15.78662287,18.97417821,17.50610114,15.39936363,18.73353885,18.48633181,16.54141163,10.9681406,17.47753326,16.77987375
PC 18:0/20:2,18.51775051,18.21312885,16.16463263,16.74405846,16.9596252,15.41902774,18.09730674,18.78944152,18.67019258,17.65563592,16.26829057,18.79847518,17.81102381,15.40291931,17.52538977,18.79631243,16.66403605,9.657005946,17.00165112,16.2816934
PC 18:1/20:1,18.69889405,18.27468071,15.74381705,16.61240191,16.93966445,15.89197132,18.16936806,18.98561544,18.65590474,17.61911804,15.75935653,19.03524414,17.42566361,15.41134734,18.76471489,18.4577155,16.77187136,10.82643031,17.53190741,16.78296759
PC 18:2/20:0,18.63045071,18.02936686,10.80585991,14.49984751,13.04817827,12.44151842,17.92851913,18.65141818,17.96038287,17.08832159,15.47078774,18.27657573,17.63819771,14.74301313,18.81953465,18.30716153,16.70353806,11.00681152,17.65585046,16.63075159
PC 20:2/18:0,17.97461322,17.22253164,14.70226359,15.68142198,15.89078739,14.41607206,17.1301927,17.46360943,17.80447893,16.53403008,14.70717003,18.00070411,17.05413388,14.45257082,18.3871206,17.40910394,15.95980175,11.88580965,17.29378419,15.57996769
PC 24:1/14:1,18.4885711,18.18587475,16.16091241,16.74670699,16.94832976,15.5350792,18.08155983,18.79600662,18.6440374,17.66436825,16.03192657,19.02190797,17.80275898,15.3780941,17.45548852,18.58199343,16.61537287,6.915065379,16.96230428,16.11603331
PC 18:0/20:3,17.29815492,17.53452965,14.77106483,15.97102696,14.46797025,15.80199731,17.2975929,17.81949221,17.07305751,17.04618765,17.08609028,16.80391945,17.56788404,14.77624032,17.26895945,17.65485953,15.8223334,11.41169594,17.61265892,16.23145846
PC 18:2/20:1,14.00667069,14.0221872,12.8108544,13.35523318,12.70658002,12.44485218,15.10677797,13.71749222,13.27851595,13.77068598,14.42792013,13.43423262,13.77939732,12.23404016,14.93105326,15.21046318,14.56500973,8.433004779,15.34056657,13.16540268
PC 16:0/22:4,14.1804265,14.55471722,13.99629023,12.68574542,14.44544008,13.56612838,13.51590183,15.05385504,14.43753213,15.08877498,13.46364452,14.78788778,15.13211515,13.88255953,14.05864978,14.569568,13.982673,12.91508544,13.77669328,14.42427307
PC 18:0/20:4,14.69232071,14.60483269,13.20404408,12.78975592,14.07502573,13.68402463,13.9348984,14.79823799,14.59867178,14.91869092,12.82743454,14.83008745,14.94758454,14.12126518,14.43213145,14.51569428,14.35535947,12.26959693,14.23893095,14.67451172
PC 18:1/20:3,12.22006159,11.74452215,11.23014607,11.76329299,11.2736896,10.80545398,11.7852196,11.89907043,12.14006546,11.81047456,9.934450789,12.16542829,12.22485901,10.7328668,11.94336718,12.30758232,11.54457963,8.736663021,11.58732094,10.16047834
PC 18:0/20:5,15.99364391,16.3987839,14.61049216,15.57368441,13.90949758,14.88790266,17.07271777,16.46224268,16.26793218,15.41172682,14.1208346,16.33598879,14.97692531,13.39795362,15.67064484,16.27728265,13.40730167,9.598127187,16.11492304,14.2707337
PC 18:1/20:4,14.70587495,14.42672016,12.64612626,12.91668812,13.38371851,12.75477749,13.6753241,14.7071706,14.33404393,13.98819204,11.81983873,14.47947738,14.07830209,13.01494817,14.53134972,14.60134732,12.26097946,10.22512664,14.40759642,13.9746378
PC 18:2/20:3,15.46123625,17.32313377,14.5898907,15.60129734,13.94543067,14.43808525,17.01375781,16.46389973,16.17289997,15.27302212,14.05209295,15.64770783,15.24724788,12.95971947,14.47397318,16.38636396,12.66917762,10.04545698,15.04105887,14.69794116
PC 22:5/16:0,15.40643179,14.44106334,14.3726693,12.97930152,13.21195586,14.35026279,16.82541691,16.40677776,16.00131752,15.20088854,14.12467916,16.24091907,15.08806006,12.80635955,15.00940114,16.42083452,12.67084971,10.27751887,14.71175426,14.60967388
PC 16:0/22:6,12.40725179,14.26075228,14.19236882,12.6395207,14.03112264,14.49625433,12.88782077,14.68015679,14.54646638,14.95145241,14.05563887,14.20770624,14.39336021,12.90902173,14.30086021,13.24232011,13.61739397,8.03714682,14.44703418,14.48638306
PC 18:1/20:5,13.02347242,14.08750437,14.10882238,12.58181689,13.9970995,14.09488836,12.80037745,14.43455653,13.84167238,14.71828751,13.93296687,13.86689209,13.98488463,12.63315174,14.43469376,12.34803195,12.83234325,9.665365441,13.60767974,14.26889052
PC 16:1/22:6,11.27256259,11.25453168,8.181390669,10.44766755,10.30917366,8.790264516,10.73916347,11.01534359,10.25264644,10.36521785,11.02495093,10.29242165,9.977956346,9.292755548,9.636245116,10.69996851,11.22328561,5.881378395,10.59979243,8.889629951
PC 18:4/20:4,11.18957536,12.86746528,9.667608877,10.9396007,11.47946667,9.089256965,11.94116157,10.58906179,11.77320883,10.59165105,14.01400991,12.21531841,9.297367595,9.682508134,10.8820109,11.47198829,14.19682446,6.765030923,11.89599688,9.328572661
PC 18:1/21:0,12.19541047,13.77264237,10.55973106,16.3694931,11.81396779,10.68631518,15.39065885,12.78836905,12.08194082,12.17521993,13.82676917,13.04164193,11.61235725,9.938071064,12.83411404,12.89715877,14.69476778,10.63382744,14.33003519,9.911175305
PC 17:0/22:2,14.08588559,15.03232433,15.51581185,14.71276465,14.97772749,14.88002687,13.19098857,15.88558611,14.82751915,15.56603336,15.09328925,14.62490262,15.88144924,16.18596162,12.76286572,15.85631327,14.19292322,22.86593836,9.247741977,14.97098008
PC 17:1/22:6,16.77441409,16.48341246,13.5622995,13.39187462,15.37069816,14.3321938,16.44777947,16.84705046,16.16582208,16.37547343,13.92885459,16.35513453,16.12959864,14.69334348,16.85547645,17.47477313,14.23642514,11.26660255,16.52078111,14.73197328
PC 17:2/22:5,16.12882789,15.96453604,13.63236955,13.072055,14.73100063,14.02988673,16.17916608,16.46225989,15.97562324,15.96790769,13.61539084,16.15800466,15.64246346,14.18003752,16.75226834,17.20643741,14.00933364,3.469951477,16.69061041,14.08112117
PC 15:0/25:0,14.33847283,13.45615288,14.37247667,12.70025331,14.43121405,14.82839201,12.88625431,13.89100742,13.27647749,13.96577881,14.03805356,13.60318536,14.35720997,14.86849542,13.34604038,14.63561279,14.03331625,22.72108781,12.25772222,14.9683966
PC 17:0/23:0,14.21777411,13.38913209,14.26125005,12.66664034,14.32923748,14.65598355,13.00241476,14.11320108,13.34809263,13.93625673,14.08049192,13.44901508,14.43397728,15.04918155,13.25292488,14.41571736,13.85560944,22.632799,12.28861111,14.90682335
PC 18:0/22:0,13.00163329,13.28020067,14.07313664,12.48665112,13.60382422,14.08664824,12.83710424,13.83661971,12.93510954,13.9283764,13.77331113,13.36267038,13.90545979,14.22110932,12.34137763,14.47221057,13.15216178,22.16029488,10.90770337,14.45310794
PC 24:1/16:0,14.26897369,13.64979868,14.69199005,13.03382948,14.49668759,14.6670821,13.09662726,14.36678393,13.78155578,13.96456103,14.41234193,13.67723925,14.60349139,14.92615199,13.39457614,14.80534797,14.01796331,21.4689082,11.38697197,15.12533433
PC 25:0/15:1,13.18716132,13.2745575,13.79873394,13.11190264,13.96423525,13.79119625,12.57725334,14.07718717,13.35966221,13.73787472,13.06153764,12.83665724,14.34579606,14.84354877,12.12899278,13.99842723,12.68030667,21.13322895,9.489511669,14.10394935
PC 14:0/26:2,14.56266282,15.0470962,9.697031013,13.86655711,12.03938958,9.869022397,14.95903969,13.620471,13.6229274,12.57081901,14.1099129,15.57814924,11.66197182,9.100047838,13.74987773,12.82626908,14.22232664,9.091578728,13.44020008,10.23317283
PC 16:1/24:1,11.52264848,12.06919629,9.972629934,12.44746361,9.933110657,11.03264205,12.68684051,11.92927508,9.917426532,9.806666562,13.46797405,12.14597238,11.4575167,9.636385923,11.5167811,12.07366522,14.7436556,7.183307823,11.76270282,10.04196949
PC 17:2/23:0,11.65536457,15.02770655,9.582396379,13.74179544,12.05783265,10.67203213,14.88396608,13.5697856,13.52698935,12.60576016,14.18453803,11.9713428,11.81061157,9.016461494,13.75086862,12.83080587,14.1721844,9.576222097,13.41594438,10.01216893
PC 24:1/16:1,14.74287711,15.10617625,9.846957827,14.32578271,11.76931674,11.24695857,15.33438731,11.79000329,14.61366653,12.59318913,13.55160357,12.28976263,11.54975558,9.687278031,13.72032114,13.21842609,14.29297742,7.17975643,13.62443899,9.113566104
PC 18:1/22:2,15.29360956,15.01052976,9.43665572,14.21559477,11.4778424,9.570717109,15.65752484,15.26548165,14.79884589,11.66505084,12.78058074,15.77101271,13.49444087,9.989067122,12.11898551,15.09595311,12.71068085,7.925949691,13.28031863,10.41957788
PC 18:2/22:1,14.37716511,15.18167514,9.048611589,14.39908366,10.96189675,10.63344279,15.91489592,15.16751664,14.88131954,13.14384782,14.69112486,15.71364602,14.35690884,9.824550832,14.68465075,15.50557379,13.08028352,9.918345581,13.94583147,10.98905649
PC 18:3/22:0,15.46230624,15.08870839,9.380771038,13.82017843,12.6587601,10.7983832,15.77029645,14.94415726,13.17333222,11.82177343,13.9611127,15.87606192,13.32388183,9.804147116,13.20701203,15.64322735,11.08125261,6.980906307,13.43697618,10.29314222
PC 20:0/20:3,16.02408634,15.42153667,8.83149297,14.37912731,12.38930033,10.96644607,15.88775276,15.25900339,14.9314444,12.03791071,14.06625283,15.95547277,14.07189998,8.824419437,14.64728433,15.63940428,12.57645443,6.603224529,14.71533818,12.1208168
PC 18:2/22:2,15.42817294,14.37871727,9.880414825,12.49619571,11.81083237,8.555006574,14.69939125,13.97161952,14.42058812,11.78001398,12.91920104,13.96063383,13.086473,10.46708825,12.70844258,14.45612499,11.46195876,2.658233472,13.90354318,11.9498256
PC 20:2/20:2,13.08850481,11.55909063,10.48853241,12.4213575,10.58427932,10.29783368,12.30508354,12.54741225,12.7044801,11.05965974,11.71548405,11.42011111,12.21550015,10.78554018,10.63654759,13.22524648,11.99845039,6.182717571,11.4901668,11.51821816
PC 18:1/22:5,15.52898009,10.51255018,10.30873406,10.03461045,11.77546035,10.75130773,15.25232956,10.92175644,14.6158551,11.4536907,12.71668746,11.38192052,12.96480682,12.34070205,13.9629027,14.85635314,12.96392192,8.62746199,14.73198154,12.94247947
